FID,GDS_NAME,STATION,AREA,PERIMETER,COUNTERS_,COUNTERS_I,COUNTER,TYPE,COMBNUMS,Group,TYPE_1,Cycle,CNTRNUM,Town,Location
176,CNTR:039050,039050,0,0,3927,3927,82039050,82,82039050,2015,L4,2,82039050.000000000000000,BELMONT,NH 106 (LACONIA RD) AT LACONIA TL
177,CNTR:039052,039052,0,0,3928,3928,62039052,62,62039052,2013,L4,3,62039052.000000000000000,BELMONT,NH 107 (PROVINCE RD) AT LACONIA TL
178,CNTR:245066:707,245066,0,0,3929,3929,82245066,82,82245066,2015,L4,2,82245066.000000000000000,LACONIA,BEACON ST WEST NORTH OF WATER ST
179,CNTR:245061:707,245061,0,0,3930,3930,82245061,82,82245061,2015,L4,2,82245061.000000000000000,LACONIA,CHURCH ST EAST OF NO. MAIN ST
180,CNTR:245069:707,245069,0,0,3931,3931,82245069,82,82245069,0, ,0,82245069.000000000000000,LACONIA, 
181,CNTR:245055:707,245055,0,0,3932,3932,82245055,82,82245055,2015,L4,2,82245055.000000000000000,LACONIA,NEW SALEM ST SOUTH OF WATER ST
182,CNTR:245042:707,245042,0,0,3933,3933,82245042,82,82245042,0, ,0,82245042.000000000000000,LACONIA, 
183,CNTR:245041:707,245041,0,0,3934,3934,82245041,82,82245041,2013,L3,3,82245041.000000000000000,LACONIA,NH 11A (COURT ST) SOUTH OF BAY ST (SB-NB) (81245090-81245091)
184,CNTR:245074:707,245074,0,0,3935,3935,82245074,82,82245074,2015,L6,2,82245074.000000000000000,LACONIA,ACADEMY ST AT DURKEE BROOK
185,CNTR:245086,245086,0,0,3936,3936,82245086,82,82245086,2015,L4,2,82245086.000000000000000,LACONIA,NH 106 (MAIN ST) OVER WINNIPESAUKEE RIVER
186,CNTR:245083,245083,0,0,3937,3937,82245083,82,82245083,2015,L4,2,82245083.000000000000000,LACONIA,NH 106/NH 107 (SO. MAIN ST) NORTH OF GRANT ST
187,CNTR:245072:707,245072,0,0,3938,3938,82245072,82,82245072,0, ,0,82245072.000000000000000,LACONIA, 
188,CNTR:245075:707,245075,0,0,3939,3939,82245075,82,82245075,2013,L4,3,82245075.000000000000000,LACONIA,PROVINCE ST EAST OF BOYNTON COURT
189,CNTR:245065:707,245065,0,0,3940,3940,82245065,82,82245065,2014,L4,1,82245065.000000000000000,LACONIA,NH 107 (SO. MAIN ST) SOUTH OF GRANT ST
190,CNTR:245073:707,245073,0,0,3941,3941,82245073,82,82245073,0, ,0,82245073.000000000000000,LACONIA, 
191,CNTR:245077:707,245077,0,0,3942,3942,82245077,82,82245077,2015,L4,2,82245077.000000000000000,LACONIA,US 3/NH 11 (LACONIA BYPASS) BETWEEN NH 106 & NH 107
192,CNTR:245081,245081,0,0,3943,3943,82245081,82,82245081,2015,L4,2,82245081.000000000000000,LACONIA,NH 106 (BELMONT RD) OVER US 3/NH 11 (LACONIA BYPASS)
193,CNTR:169082,169082,0,0,3944,3944,82169082,82,82169082,2015,L4,2,82169082.000000000000000,GILFORD,HOYT RD OVER GUNSTOCK RIVER
194,CNTR:169083,169083,0,0,3945,3945,82169083,82,82169083,2015,L4,2,82169083.000000000000000,GILFORD,BELKNAP MOUNTAIN RD OVER GUNSTOCK BROOK
195,CNTR:169084,169084,0,0,3946,3946,82169084,82,82169084,2015,L4,2,82169084.000000000000000,GILFORD,CARRIAGE RD OVER GUNSTOCK BROOK
196,CNTR:169064,169064,0,0,3947,3947,82169064,82,82169064,0, ,0,82169064.000000000000000,GILFORD, 
197,CNTR:169052,169052,0,0,3948,3948,82169052,82,82169052,2014,L4,1,82169052.000000000000000,GILFORD,US 3/NH 11 (LACONIA BYPASS) AT LACONIA TL
198,CNTR:169045,169045,0,0,3949,3949,82169045,82,82169045,0, ,0,82169045.000000000000000,GILFORD, 
199,CNTR:169044,169044,0,0,3950,3950,82169044,82,82169044,0, ,0,82169044.000000000000000,GILFORD, 
200,CNTR:245050:707,245050,0,0,3951,3951,82245050,82,82245050,2014,L4,1,82245050.000000000000000,LACONIA,US 3/NH 11 (LACONIA BYPASS)  AT BELMONT TL
201,CNTR:245070:707,245070,0,0,3952,3952,82245070,82,82245070,0, ,0,82245070.000000000000000,LACONIA, 
202,CNTR:403056,403056,0,0,3958,3958,82403056,82,82403056,2013,L4,3,82403056.000000000000000,SANBORNTON,LOWER BAY RD NORTH OF BAY RD
203,CNTR:403057,403057,0,0,3959,3959,82403057,82,82403057,2013,L6,3,82403057.000000000000000,SANBORNTON,BAY RD WEST OF LOWER BAY RD
204,CNTR:403058,403058,0,0,3960,3960,82403058,82,82403058,2013,L4,3,82403058.000000000000000,SANBORNTON,US 3/NH 11 (LACONIA RD) AT TILTON TL
205,CNTR:403012,403012,0,0,3961,3961,82403012,82,82403012,0, ,0,82403012.000000000000000,SANBORNTON, 
206,CNTR:22:039022,039022,0,0,3964,3964,22039022,22,22039022,0, ,0,22039022.000000000000000,,
207,CNTR:005051,005051,0,0,4078,4078,82005051,82,82005051,2014,L4,1,82005051.000000000000000,ALEXANDRIA,SMITH RIVER RD OVER SMITH RIVER
208,CNTR:005050,005050,0,0,4079,4079,22005050,22,22005050,2014,L4,1,22005050.000000000000000,ALEXANDRIA,NH 104 (RAGGED MOUNTAIN HWY) AT DANBURY TL
209,CNTR:005062,005062,0,0,4080,4080,82005062,82,82005062,2014,L4,1,82005062.000000000000000,ALEXANDRIA,BERRY RD OVER SMITH RIVER
210,CNTR:005061,005061,0,0,4081,4081,82005061,82,82005061,2014,L4,1,82005061.000000000000000,ALEXANDRIA,CASS MILL RD SOUTH OF NH 104
211,CNTR:059085,059085,0,0,4082,4082,82059085,82,82059085,2014,L4,1,82059085.000000000000000,BRISTOL,NH 3A (SOUTH MAIN ST) OVER NEWFOUND RIVER
212,CNTR:059071,059071,0,0,4083,4083,62059071,62,62059071,2014,L4,1,62059071.000000000000000,BRISTOL,NH 3A OVER SMITH RIVER AT HILL TL
213,CNTR:059079,059079,0,0,4084,4084,82059079,82,82059079,0, ,0,82059079.000000000000000,BRISTOL, 
214,CNTR:059077,059077,0,0,4085,4085,82059077,82,82059077,0, ,0,82059077.000000000000000,BRISTOL, 
215,CNTR:059053,059053,0,0,4086,4086,82059053,82,82059053,2014,L4,1,82059053.000000000000000,BRISTOL,NH 104 (PLEASANT ST) WEST OF NH 3A
216,CNTR:059072,059072,0,0,4087,4087,82059072,82,82059072,2014,L4,1,82059072.000000000000000,BRISTOL,NH 104 (PLEASANT ST) AT ALEXANDRIA TL
217,CNTR:111054,111054,0,0,4088,4088,82111054,82,82111054,2015,L4,2,82111054.000000000000000,DANBURY,SMITH RIVER RD OVER SMITH RIVER
218,CNTR:111057,111057,0,0,4089,4089,82111057,82,82111057,0, ,0,82111057.000000000000000,DANBURY, 
219,CNTR:111053,111053,0,0,4090,4090,82111053,82,82111053,2015,L4,2,82111053.000000000000000,DANBURY,US 4 AT SMITH RIVER BRIDGE
220,CNTR:111056,111056,0,0,4091,4091,82111056,82,82111056,2015,L6,2,82111056.000000000000000,DANBURY,NORTH RD OVER SMITH RIVER
221,CNTR:111055,111055,0,0,4092,4092,82111055,82,82111055,2015,L4,2,82111055.000000000000000,DANBURY,EASTERN DISTRICT RD OVER WILD MEADOW BROOK
222,CNTR:329077,329077,0,0,4102,4102,82329077,82,82329077,2014,L4,1,82329077.000000000000000,NEW HAMPTON,BLAKE HILL RD SOUTH OF BROOK RD
223,CNTR:329073,329073,0,0,4103,4103,82329073,82,82329073,2015,L4,2,82329073.000000000000000,NEW HAMPTON,OLD BRISTOL RD AT BRISTOL TL
224,CNTR:329075,329075,0,0,4104,4104,82329075,82,82329075,2015,L4,2,82329075.000000000000000,NEW HAMPTON,NH 132 (MAIN ST) AT MEREDITH TL
225,CNTR:403060,403060,0,0,4105,4105,82403060,82,82403060,2013,L4,3,82403060.000000000000000,SANBORNTON,HERMIT WOODS RD OVER HERMIT BROOK
226,CNTR:403050,403050,0,0,4106,4106,82403050,82,82403050,0, ,0,82403050.000000000000000,SANBORNTON, 
227,CNTR:403061,403061,0,0,4107,4107,82403061,82,82403061,2013,L4,3,82403061.000000000000000,SANBORNTON,NH 132 (STAGE RD) SOUTH OF ISSAC COLBY RD
228,CNTR:403062,403062,0,0,4108,4108,82403062,82,82403062,2013,L4,3,82403062.000000000000000,SANBORNTON,LOWER BAY RD EAST OF HUSE RD
229,CNTR:169048:707,169048,0,0,4109,4109,82169048,82,82169048,2013,L4,3,82169048.000000000000000,GILFORD,STARK ST AT LACONIA TL
230,CNTR:169061:707,169061,0,0,4110,4110,82169061,82,82169061,2014,L4,1,82169061.000000000000000,GILFORD,MORRILL ST EAST OF STONE RD
231,CNTR:169063:707,169063,0,0,4111,4111,82169063,82,82169063,0, ,0,82169063.000000000000000,GILFORD, 
232,CNTR:169054,169054,0,0,4112,4112,82169054,82,"82169054: 81169021, 81169020",2015,L5,2,82169054.000000000000000,GILFORD,NH 11A (GILFORD AVE) EB-WB AT LACONIA TL
233,CNTR:169050,169050,0,0,4113,4113,82169050,82,82169050,2015,L4,2,82169050.000000000000000,GILFORD,NH 11A (GILFORD AVE) EAST OF US 3/NH 11 (LACONIA BYPASS)
234,CNTR:169047:707,169047,0,0,4114,4114,82169047,82,82169047,2014,L4,1,82169047.000000000000000,GILFORD,WOODLAND AVE AT LACONIA TL
235,CNTR:169058,169058,0,0,4115,4115,82169058,82,82169058,2013,L4,3,82169058.000000000000000,GILFORD,NH 11A (GILFORD AVE) EAST OF SAVAGE RD
236,CNTR:169080,169080,0,0,4116,4116,82169080,82,82169080,2013,L4,3,82169080.000000000000000,GILFORD,MORRILL ST OVER US 3/NH 11 (LACONIA BYPASS)
237,CNTR:245053:707,245053,0,0,4117,4117,82245053,82,82245053,2015,L4,2,82245053.000000000000000,LACONIA,NH 106 (NO. MAIN ST) NORTH OF PLEASANT ST
238,CNTR:245088:707,245088,0,0,4118,4118,82245088,82,82245088,0, ,0,82245088.000000000000000,LACONIA, 
239,CNTR:245022:707,245022,0,0,4119,4119,22245022,22,22245022,2014,L4,1,22245022.000000000000000,LACONIA,NH 107 (UNION AVE) NORTH OF BRIDGE ST
240,CNTR:245059:707,245059,0,0,4120,4120,82245059,82,82245059,2013,L4,3,82245059.000000000000000,LACONIA,ELM ST NORTH OF FRANKLIN ST
241,CNTR:245068:707,245068,0,0,4121,4121,82245068,82,82245068,0, ,0,82245068.000000000000000,LACONIA, 
242,CNTR:245044:707,245044,0,0,4122,4122,82245044,82,82245044,0, ,0,82245044.000000000000000,LACONIA, 
243,CNTR:245057:707,245057,0,0,4123,4123,82245057,82,82245057,0, ,0,82245057.000000000000000,LACONIA, 
244,CNTR:245067:707,245067,0,0,4124,4124,82245067,82,82245067,0, ,0,82245067.000000000000000,LACONIA, 
245,CNTR:245052:707,245052,0,0,4125,4125,82245052,82,82245052,2015,L4,2,82245052.000000000000000,LACONIA,PLEASANT ST WEST OF NO. MAIN ST
246,CNTR:245064:707,245064,0,0,4126,4126,82245064,82,82245064,2015,L4,2,82245064.000000000000000,LACONIA,NH 106 (NO. MAIN ST) SOUTH OF PLEASANT ST
247,CNTR:245063:707,245063,0,0,4127,4127,82245063,82,82245063,0, ,0,82245063.000000000000000,LACONIA, 
248,CNTR:245038:707,245038,0,0,4128,4128,82245038,82,82245038,2014,L4,1,82245038.000000000000000,LACONIA,MESSER ST NORTH OF OPECHEE ST
249,CNTR:245087:707,245087,0,0,4129,4129,82245087,82,82245087,2015,L4,2,82245087.000000000000000,LACONIA,DAVIS PLACE OVER JEWETT BROOK
250,CNTR:245039:707,245039,0,0,4130,4130,82245039,82,82245039,2014,L6,1,82245039.000000000000000,LACONIA,NH 11A/NH 107 (UNION AVE) SOUTH OF WINTER ST
251,CNTR:245056:707,245056,0,0,4131,4131,82245056,82,82245056,0, ,0,82245056.000000000000000,LACONIA, 
252,CNTR:245040:707,245040,0,0,4132,4132,82245040,82,82245040,0, ,0,82245040.000000000000000,LACONIA, 
253,CNTR:245043:707,245043,0,0,4133,4133,82245043,82,82245043,0, ,0,82245043.000000000000000,LACONIA, 
254,CNTR:245060:707,245060,0,0,4134,4134,82245060,82,82245060,2015,L4,2,82245060.000000000000000,LACONIA,NH 11A (GILFORD AVE) EAST OF UNION AVE
255,CNTR:245084:707,245084,0,0,4135,4135,82245084,82,82245084,2015,L4,2,82245084.000000000000000,LACONIA,HIGHLAND ST AT JEWETT BROOK
256,CNTR:245058,245058,0,0,4136,4136,82245058,82,"82245058: 81245016, 81245015",2015,L3,2,82245058.000000000000000,LACONIA,NH 107 (UNION AVE) SOUTH OF STARK ST (SB-NB) (81245015-81245016)
257,CNTR:245062:707,245062,0,0,4137,4137,82245062,82,82245062,2015,L4,2,82245062.000000000000000,LACONIA,CHURCH ST OVER WINNIPESAUKEE RIVER
258,CNTR:02:169053,169053,0,0,4138,4138,02169053,02,2169053,0, ,0,2169053.000000000000000,,
259,CNTR:72:245085,245085,0,0,4139,4139,72245085,72,2245085,2014,L4,1,72245085.000000000000000,LACONIA,NH 106 (NO. MAIN ST) NORTH OF LEXINGTON DR
260,CNTR:169046,169046,0,0,4140,4140,82169046,82,"82169046: 81169019, 81169018",2014,L3,1,82169046.000000000000000,GILFORD,MORRILL ST AT LACONIA TL (SB-NB) (81169018-81169019)
261,CNTR:169065,169065,0,0,4142,4142,82169065,82,82169065,2014,L4,1,82169065.000000000000000,GILFORD,BELKNAP MOUNTAIN RD NORTH OF ALVAH WILSON RD
262,CNTR:169066,169066,0,0,4143,4143,82169066,82,82169066,2014,L4,1,82169066.000000000000000,GILFORD,ALVAH WILSON RD SOUTH OF NH 11A (GILFORD AVE)
263,CNTR:169081,169081,0,0,4144,4144,82169081,82,82169081,2015,L4,2,82169081.000000000000000,GILFORD,GOODWIN RD OVER GUNSTOCK RIVER
264,CNTR:169059,169059,0,0,4145,4145,82169059,82,82169059,2013,L4,3,82169059.000000000000000,GILFORD,NH 11A (CHERRY VALLEY RD) EAST OF BELKNAP MOUNTAIN RD
265,CNTR:169067,169067,0,0,4146,4146,82169067,82,82169067,2014,L4,1,82169067.000000000000000,GILFORD,POTTER HILL RD EAST OF TANNERY HILL RD
266,CNTR:169055,169055,0,0,4147,4147,62169055,62,62169055,2015,L4,2,62169055.000000000000000,GILFORD,NH 11A (CHERRY VALLEY RD) AT ALTON TL
267,CNTR:061053,061053,0,0,4148,4148,82061053,82,82061053,0, ,0,82061053.000000000000000,,
268,CNTR:061051,061051,0,0,4149,4149,82061051,82,82061051,0, ,0,82061051.000000000000000,,
269,CNTR:061052,061052,0,0,4151,4151,82061052,82,82061052,0, ,0,82061052.000000000000000,,
270,CNTR:011073,011073,0,0,4152,4152,82011073,82,82011073,2014,L4,1,82011073.000000000000000,ALTON,NH 11A (CHERRY VALLEY RD) WEST OF NH 11
271,CNTR:011012,011012,0,0,4153,4153,82011012,82,82011012,0, ,0,82011012.000000000000000,ALTON, 
272,CNTR:011077,011077,0,0,4154,4154,82011077,82,82011077,2013,L6,3,82011077.000000000000000,ALTON,NH 11 (MOUNT MAJOR HWY) NORTH OF NH 11A
273,CNTR:011051,011051,0,0,4155,4155,82011051,82,82011051,2014,L4,1,82011051.000000000000000,ALTON,ROBERTS COVE RD SOUTH OF LEDGE HILL RD
274,CNTR:493055,493055,0,0,4162,4162,82493055,82,82493055,2013,L4,3,82493055.000000000000000,WOLFEBORO,MIDDLETON RD AT NEW DURHAM TL
275,CNTR:62:493054,493054,0,0,4163,4163,02493054,02,2493054,0, ,0,2493054.000000000000000,,
276,CNTR:245079:707,245079,0,0,4164,4164,82245079,82,82245079,2015,L4,2,82245079.000000000000000,LACONIA,NH 107 (UNION AVE) WEST OF BLAISDELL AVE
277,CNTR:245082,245082,0,0,4165,4165,82245082,82,82245082,2014,L4,1,82245082.000000000000000,LACONIA,WHITE OAKS RD SOUTH OF FILMORE AVE
278,CNTR:245051,245051,0,0,4166,4166,82245051,82,82245051,2014,L4,1,82245051.000000000000000,LACONIA,US 3 (LAKE ST) SOUTH OF WHITE OAKS RD
279,CNTR:245021,245021,0,0,4168,4168,22245021,22,22245021,2013,L4,3,22245021.000000000000000,LACONIA,US 3 (LAKESHORE RD) EAST OF UNION AVE
280,CNTR:245012:707,245012,0,0,4169,4169,82245012,82,82245012,2014,L4,1,82245012.000000000000000,LACONIA,MEREDITH CENTER RD WEST OF PARADE RD
281,CNTR:245080,245080,0,0,4170,4170,82245080,82,82245080,0, ,0,82245080.000000000000000,LACONIA, 
282,CNTR:245078,245078,0,0,4171,4171,82245078,82,82245078,2014,L4,1,82245078.000000000000000,LACONIA,NH 106 (PARADE RD) SOUTH OF LANE RD
283,CNTR:245047:707,245047,0,0,4172,4172,82245047,82,"82245047: 81245014, 81245013",2014,L3,1,82245047.000000000000000,LACONIA,ELM ST EAST OF PARADE RD (SB-NB) (81245013-81245014)
284,CNTR:245046:707,245046,0,0,4173,4173,82245046,82,82245046,2014,L4,1,82245046.000000000000000,LACONIA,NH 106 (PARADE RD) SOUTH OF ELM ST
285,CNTR:061054,061054,0,0,4174,4174,82061054,82,82061054,0, ,0,82061054.000000000000000,,
286,CNTR:169016,169016,0,0,4175,4175,82169016,82,82169016,2014,L4,1,82169016.000000000000000,GILFORD,NH 11 (LAKESHORE RD) EAST OF DINSMOOR POINT RD
287,CNTR:169013,169013,0,0,4176,4176,82169013,82,82169013,0, ,0,82169013.000000000000000,GILFORD, 
288,CNTR:169077,169077,0,0,4177,4177,82169077,82,82169077,2015,L4,2,82169077.000000000000000,GILFORD,SCENIC DRIVE OVER POORFARM BROOK
289,CNTR:169014,169014,0,0,4178,4178,82169014,82,82169014,0, ,0,82169014.000000000000000,GILFORD, 
290,CNTR:169017,169017,0,0,4179,4179,82169017,82,82169017,2014,L4,1,82169017.000000000000000,GILFORD,NH 11 (LAKESHORE RD) EAST OF LOCKES HILL RD
291,CNTR:169060,169060,0,0,4180,4180,82169060,82,82169060,2014,L4,1,82169060.000000000000000,GILFORD,NH 11B (WEIRS RD) WEST OF HARRIS SHORE RD
292,CNTR:169072,169072,0,0,4181,4181,62169072,62,62169072,2015,L4,2,62169072.000000000000000,GILFORD,NH 11 (LAKESHORE RD) WEST OF NH 11B (WEIRS RD)
293,CNTR:169076,169076,0,0,4182,4182,82169076,82,82169076,2015,L4,2,82169076.000000000000000,GILFORD,OLD LAKE SHORE RD OVER GUNSTOCK RIVER
294,CNTR:169078,169078,0,0,4183,4183,82169078,82,82169078,2015,L4,2,82169078.000000000000000,GILFORD,HENDERSON RD OVER GUNSTOCK RIVER
295,CNTR:169079,169079,0,0,4184,4184,82169079,82,82169079,2015,L4,2,82169079.000000000000000,GILFORD,NH 11B (INTERVALE RD) OVER GUNSTOCK RIVER
296,CNTR:169051,169051,0,0,4185,4185,82169051,82,82169051,2015,L4,2,82169051.000000000000000,GILFORD,NH 11A (CHERRY VALLEY RD) EAST OF CAT PATH LANE
297,CNTR:169073,169073,0,0,4186,4186,82169073,82,82169073,2013,L4,3,82169073.000000000000000,GILFORD,NH 11C (LILY POND RD) NORTH OF NH 11
298,CNTR:169056,169056,0,0,4187,4187,82169056,82,82169056,2013,L4,3,82169056.000000000000000,GILFORD,US 3 (LAKESHORE RD) WEST OF US 3/NH 11 (LACONIA BYPASS)
299,CNTR:169074,169074,0,0,4188,4188,82169074,82,82169074,2014,L4,1,82169074.000000000000000,GILFORD,NH 11 (LAKE SHORE RD) WEST OF NH 11C
300,CNTR:295058,295058,0,0,4189,4189,82295058,82,82295058,0, ,0,82295058.000000000000000,MEREDITH, 
301,CNTR:493060,493060,0,0,4195,4195,82493060,82,82493060,2013,L4,3,82493060.000000000000000,WOLFEBORO,NH 28/NH 109 (CENTER ST) AT SMITH RIVER
302,CNTR:493062,493062,0,0,4196,4196,82493062,82,82493062,2014,L4,1,82493062.000000000000000,WOLFEBORO,NH 109A (SANDY KNOLL RD) NORTH OF NH 28/NH 109
303,CNTR:493051,493051,0,0,4197,4197,82493051,82,82493051,2013,L4,3,82493051.000000000000000,WOLFEBORO,NH 28 (SO. MAIN ST) WEST OF CANOPACHE RD
304,CNTR:493065,493065,0,0,4198,4198,82493065,82,82493065,2013,L4,3,82493065.000000000000000,WOLFEBORO,PLEASANT VALLEY RD SOUTH OF NEW GARDEN RD
305,CNTR:493053,493053,0,0,4199,4199,62493053,62,62493053,2013,L6,3,62493053.000000000000000,WOLFEBORO,NH 109 (GOV. WENTWORTH HWY) AT BROOKFIELD TL
306,CNTR:493059,493059,0,0,4200,4200,82493059,82,82493059,2013,L4,3,82493059.000000000000000,WOLFEBORO,NH 109 (NO. MAIN ST) AT SMITH RIVER
307,CNTR:493057,493057,0,0,4201,4201,82493057,82,82493057,0, ,0,82493057.000000000000000,WOLFEBORO, 
308,CNTR:493011,493011,0,0,4202,4202,82493011,82,82493011,2013,L4,3,82493011.000000000000000,WOLFEBORO,NH 109 (NO. MAIN ST) WEST OF LAKEVIEW DRIVE
309,CNTR:245049,245049,0,0,4203,4203,62245049,62,"62245049: 61245094, 61245095",2015,L5,2,62245049.000000000000000,LACONIA,US 3 (WEIRS BLVD) SB-NB AT LANGLEY BROOK
310,CNTR:005055,005055,0,0,4204,4204,82005055,82,82005055,2014,L4,1,82005055.000000000000000,ALEXANDRIA,FOWLER RIVER RD EAST OF BROOK RD
311,CNTR:005054,005054,0,0,4205,4205,82005054,82,82005054,2014,L4,1,82005054.000000000000000,ALEXANDRIA,BROOK RD NORTH OF KUMMERER RD
312,CNTR:005053,005053,0,0,4206,4206,82005053,82,82005053,2014,L4,1,82005053.000000000000000,ALEXANDRIA,MT CARDIGAN RD SOUTH OF WADHAMS RD
313,CNTR:005060,005060,0,0,4207,4207,82005060,82,82005060,2014,L4,1,82005060.000000000000000,ALEXANDRIA,TOWN POUND RD OVER BOG BROOK
314,CNTR:005059,005059,0,0,4208,4208,82005059,82,82005059,2014,L4,1,82005059.000000000000000,ALEXANDRIA,BAILEY RD OVER BOG BROOK
315,CNTR:005058,005058,0,0,4209,4209,82005058,82,82005058,2014,L4,1,82005058.000000000000000,ALEXANDRIA,WASHBURN RD WEST OF MT CARDIGAN RD
316,CNTR:005057,005057,0,0,4210,4210,82005057,82,82005057,2014,L4,1,82005057.000000000000000,ALEXANDRIA,WASHBURN RD EAST OF PATTEN RD
317,CNTR:005056,005056,0,0,4211,4211,82005056,82,82005056,2014,L4,1,82005056.000000000000000,ALEXANDRIA,WEST SHORE RD AT BRISTOL TL
318,CNTR:005052,005052,0,0,4212,4212,82005052,82,82005052,2014,L4,1,82005052.000000000000000,ALEXANDRIA,FOWLER RIVER RD AT BRISTOL TL
319,CNTR:059078,059078,0,0,4213,4213,82059078,82,82059078,2014,L4,1,82059078.000000000000000,BRISTOL,WEST SHORE RD AT FOWLER RIVER BRIDGE
320,CNTR:059074,059074,0,0,4214,4214,82059074,82,"82059074: 81059086, 81059087",2014,L5,1,82059074.000000000000000,BRISTOL,NH 104 (SUMMER ST) EB-WB AT DANFORTH BROOK
321,CNTR:059084,059084,0,0,4215,4215,82059084,82,82059084,2014,L4,1,82059084.000000000000000,BRISTOL,DANFORTH BROOK RD OVER DANFORTH BROOK
322,CNTR:059011,059011,0,0,4216,4216,82059011,82,82059011,0, ,0,82059011.000000000000000,BRISTOL, 
323,CNTR:059082,059082,0,0,4217,4217,82059082,82,82059082,2014,L4,1,82059082.000000000000000,BRISTOL,BRISTOL HILL RD OVER NEWFOUND RIVER
324,CNTR:059054,059054,0,0,4218,4218,82059054,82,82059054,2014,L4,1,82059054.000000000000000,BRISTOL,NH 3A (LAKE ST) AT NEWFOUND RIVER BRIDGE NORTH OF CHANDLER ST
325,CNTR:059083,059083,0,0,4219,4219,82059083,82,82059083,2014,L4,1,82059083.000000000000000,BRISTOL,RIVERDALE RD OVER NEWFOUND RIVER
326,CNTR:059076,059076,0,0,4220,4220,82059076,82,82059076,0, ,0,82059076.000000000000000,BRISTOL, 
327,CNTR:059081,059081,0,0,4221,4221,82059081,82,82059081,2014,L4,1,82059081.000000000000000,BRISTOL,WEST SHORE RD OVER NEWFOUND RIVER
328,CNTR:059080,059080,0,0,4222,4222,82059080,82,82059080,2014,L4,1,82059080.000000000000000,BRISTOL,NH 3A (LAKE ST) AT BRIDGEWATER TL
329,CNTR:059051,059051,0,0,4223,4223,82059051,82,82059051,2014,L4,1,82059051.000000000000000,BRISTOL,NH 104 (SUMMER ST) WEST OF RIVER RD
330,CNTR:455054,455054,0,0,4235,4235,82455054,82,82455054,0, ,0,82455054.000000000000000,TUFTONBORO, 
331,CNTR:455062,455062,0,0,4236,4236,82455062,82,82455062,2013,L4,3,82455062.000000000000000,TUFTONBORO,TUFTONBORO NECK RD SOUTH OF BASIN RD
332,CNTR:329076,329076,0,0,4237,4237,82329076,82,82329076,2015,L4,2,82329076.000000000000000,NEW HAMPTON,NH 132 NORTH OF NH 104
333,CNTR:329074,329074,0,0,4238,4238,82329074,82,82329074,2015,L6,2,82329074.000000000000000,NEW HAMPTON,NH 104 WEST OF SINCLAIR HILL ROAD
334,CNTR:329080,329080,0,0,4239,4239,82329080,82,82329080,2014,L4,1,82329080.000000000000000,NEW HAMPTON,DANA HILL RD OVER HARPER BROOK
335,CNTR:329012,329012,0,0,4240,4240,82329012,82,82329012,0, ,0,82329012.000000000000000,NEW HAMPTON, 
336,CNTR:329011,329011,0,0,4241,4241,82329011,82,82329011,0, ,0,82329011.000000000000000,NEW HAMPTON, 
337,CNTR:329079,329079,0,0,4242,4242,82329079,82,82329079,2014,L4,1,82329079.000000000000000,NEW HAMPTON,PINNACLE HILL RD OVER I-93
338,CNTR:329050,329050,0,0,4243,4243,62329050,62,62329050,2015,L4,2,62329050.000000000000000,NEW HAMPTON,NH 104 AT BRISTOL TL
339,CNTR:329078,329078,0,0,4244,4244,82329078,82,82329078,2014,L4,1,82329078.000000000000000,NEW HAMPTON,OLD BRISTOL RD WEST OF OLD MILL LANE
340,CNTR:295049,295049,0,0,4245,4245,82295049,82,"82295049: 81295091, 81295092",2013,L5,3,82295049.000000000000000,MEREDITH,US 3 (DANIEL WEBSTER HWY) SB-NB AT LACONIA TL
341,CNTR:295050,295050,0,0,4246,4246,82295050,82,82295050,2013,L4,3,82295050.000000000000000,MEREDITH,MEREDITH CENTER RD AT LACONIA TL
342,CNTR:295012,295012,0,0,4247,4247,82295012,82,82295012,0, ,0,82295012.000000000000000,MEREDITH, 
343,CNTR:295061,295061,0,0,4248,4248,82295061,82,82295061,2015,L4,2,82295061.000000000000000,MEREDITH,MEREDITH CENTER RD NORTH OF MARION LANE
344,CNTR:295057,295057,0,0,4249,4249,82295057,82,82295057,0, ,0,82295057.000000000000000,MEREDITH, 
345,CNTR:295060,295060,0,0,4250,4250,82295060,82,82295060,2015,L4,2,82295060.000000000000000,MEREDITH,BLAKE RD SOUTH OF MERCIER DR
346,CNTR:295023,295023,0,0,4251,4251,82295023,82,"82295023: 81295025, 81295024",0, ,0,82295023.000000000000000,MEREDITH, 
347,CNTR:169049,169049,0,0,4252,4252,82169049,82,82169049,2013,L4,3,82169049.000000000000000,GILFORD,NH 11B (WEIRS RD) AT LACONIA TL
348,CNTR:169075,169075,0,0,4253,4253,82169075,82,82169075,2015,L4,2,82169075.000000000000000,GILFORD,SUMMIT AVE OVER LAKE WINNIPESAUKEE
349,CNTR:059052,059052,0,0,4254,4254,82059052,82,82059052,2014,L4,1,82059052.000000000000000,BRISTOL,RIVER RD AT BRIDGEWATER TL
350,CNTR:245076:707,245076,0,0,4255,4255,82245076,82,82245076,2015,L4,2,82245076.000000000000000,LACONIA,NH 11B (ENDICOTT ST EAST) EAST OF US 3
